DX,Description,CMS-HCC PACE/ESRD Model Category V21,CMSHCC,"RxHCC 
Model Category V05 ","CMS-HCC 
PACE/ESRD Model 
for 2017 
Payment Year","CMS-HCC Model 
for 2017 
Payment Year","RxHCC Model 
for 2017 
Payment Year"
C4722,"Malignant neoplasm of peripheral nerves of left lower limb, including hip",10,10,19,Yes,Yes,Yes
C473,Malignant neoplasm of peripheral nerves of thorax,10,10,19,Yes,Yes,Yes
C474,Malignant neoplasm of peripheral nerves of abdomen,10,10,16,Yes,Yes,Yes
C475,Malignant neoplasm of peripheral nerves of pelvis,10,10,19,Yes,Yes,Yes
C476,"Malignant neoplasm of peripheral nerves of trunk, unspecified",10,10,19,Yes,Yes,Yes
C478,Malignant neoplasm of overlapping sites of peripheral nerves and autonomic nervous system,10,10,19,Yes,Yes,Yes
C479,"Malignant neoplasm of peripheral nerves and autonomic nervous system, unspecified",10,10,19,Yes,Yes,Yes
C480,Malignant neoplasm of retroperitoneum,9,9,19,Yes,Yes,Yes
C481,Malignant neoplasm of specified parts of peritoneum,9,9,19,Yes,Yes,Yes
C482,"Malignant neoplasm of peritoneum, unspecified",9,9,19,Yes,Yes,Yes
C488,Malignant neoplasm of overlapping sites of retroperitoneum and peritoneum,9,9,19,Yes,Yes,Yes
C490,"Malignant neoplasm of connective and soft tissue of head, face and neck",10,10,19,Yes,Yes,Yes
C4910,"Malignant neoplasm of connective and soft tissue of unspecified upper limb, including shoulder",10,10,19,Yes,Yes,Yes
C4911,"Malignant neoplasm of connective and soft tissue of right upper limb, including shoulder",10,10,19,Yes,Yes,Yes
C4912,"Malignant neoplasm of connective and soft tissue of left upper limb, including shoulder",10,10,19,Yes,Yes,Yes
C4920,"Malignant neoplasm of connective and soft tissue of unspecified lower limb, including hip",10,10,19,Yes,Yes,Yes
C4921,"Malignant neoplasm of connective and soft tissue of right lower limb, including hip",10,10,19,Yes,Yes,Yes
C4922,"Malignant neoplasm of connective and soft tissue of left lower limb, including hip",10,10,19,Yes,Yes,Yes
C493,Malignant neoplasm of connective and soft tissue of thorax,10,10,19,Yes,Yes,Yes
C494,Malignant neoplasm of connective and soft tissue of abdomen,10,10,16,Yes,Yes,Yes
C495,Malignant neoplasm of connective and soft tissue of pelvis,10,10,19,Yes,Yes,Yes
C496,"Malignant neoplasm of connective and soft tissue of trunk, unspecified",10,10,19,Yes,Yes,Yes
C498,Malignant neoplasm of overlapping sites of connective and soft tissue,10,10,19,Yes,Yes,Yes
C499,"Malignant neoplasm of connective and soft tissue, unspecified",10,10,19,Yes,Yes,Yes
C49A0,"Gastrointestinal stromal tumor, unspecified site",10,10,16,Yes,Yes,Yes
C49A1,Gastrointestinal stromal tumor of esophagus,10,10,16,Yes,Yes,Yes
C49A2,Gastrointestinal stromal tumor of stomach,10,10,16,Yes,Yes,Yes
C49A3,Gastrointestinal stromal tumor of small intestine,10,10,16,Yes,Yes,Yes
C49A4,Gastrointestinal stromal tumor of large intestine,10,10,16,Yes,Yes,Yes
C49A5,Gastrointestinal stromal tumor of rectum,10,10,16,Yes,Yes,Yes
C49A9,Gastrointestinal stromal tumor of other sites,10,10,16,Yes,Yes,Yes
C4A0,Merkel cell carcinoma of lip,12,12,19,Yes,Yes,Yes
C4A10,"Merkel cell carcinoma of unspecified eyelid, including canthus",12,12,19,Yes,Yes,Yes
C4A11,"Merkel cell carcinoma of right eyelid, including canthus",12,12,19,Yes,Yes,Yes
C4A12,"Merkel cell carcinoma of left eyelid, including canthus",12,12,19,Yes,Yes,Yes
C4A20,Merkel cell carcinoma of unspecified ear and external auricular canal,12,12,19,Yes,Yes,Yes
C4A21,Merkel cell carcinoma of right ear and external auricular canal,12,12,19,Yes,Yes,Yes
C4A22,Merkel cell carcinoma of left ear and external auricular canal,12,12,19,Yes,Yes,Yes
C4A30,Merkel cell carcinoma of unspecified part of face,12,12,19,Yes,Yes,Yes
C4A31,Merkel cell carcinoma of nose,12,12,19,Yes,Yes,Yes
C4A39,Merkel cell carcinoma of other parts of face,12,12,19,Yes,Yes,Yes
C4A4,Merkel cell carcinoma of scalp and neck,12,12,19,Yes,Yes,Yes
C4A51,Merkel cell carcinoma of anal skin,12,12,19,Yes,Yes,Yes
C4A52,Merkel cell carcinoma of skin of breast,12,12,19,Yes,Yes,Yes
C4A59,Merkel cell carcinoma of other part of trunk,12,12,19,Yes,Yes,Yes
C4A60,"Merkel cell carcinoma of unspecified upper limb, including shoulder",12,12,19,Yes,Yes,Yes
C4A61,"Merkel cell carcinoma of right upper limb, including shoulder",12,12,19,Yes,Yes,Yes
C4A62,"Merkel cell carcinoma of left upper limb, including shoulder",12,12,19,Yes,Yes,Yes
C4A70,"Merkel cell carcinoma of unspecified lower limb, including hip",12,12,19,Yes,Yes,Yes
C4A71,"Merkel cell carcinoma of right lower limb, including hip",12,12,19,Yes,Yes,Yes
C4A72,"Merkel cell carcinoma of left lower limb, including hip",12,12,19,Yes,Yes,Yes
C4A8,Merkel cell carcinoma of overlapping sites,12,12,19,Yes,Yes,Yes
C4A9,"Merkel cell carcinoma, unspecified",12,12,19,Yes,Yes,Yes
C50011,"Malignant neoplasm of nipple and areola, right female breast",12,12,19,Yes,Yes,Yes
C50012,"Malignant neoplasm of nipple and areola, left female breast",12,12,19,Yes,Yes,Yes
C50019,"Malignant neoplasm of nipple and areola, unspecified female breast",12,12,19,Yes,Yes,Yes
C50021,"Malignant neoplasm of nipple and areola, right male breast",12,12,19,Yes,Yes,Yes
C50022,"Malignant neoplasm of nipple and areola, left male breast",12,12,19,Yes,Yes,Yes
C50029,"Malignant neoplasm of nipple and areola, unspecified male breast",12,12,19,Yes,Yes,Yes
C50111,Malignant neoplasm of central portion of right female breast,12,12,19,Yes,Yes,Yes
C50112,Malignant neoplasm of central portion of left female breast,12,12,19,Yes,Yes,Yes
C50119,Malignant neoplasm of central portion of unspecified female breast,12,12,19,Yes,Yes,Yes
C50121,Malignant neoplasm of central portion of right male breast,12,12,19,Yes,Yes,Yes
C50122,Malignant neoplasm of central portion of left male breast,12,12,19,Yes,Yes,Yes
C50129,Malignant neoplasm of central portion of unspecified male breast,12,12,19,Yes,Yes,Yes
C50211,Malignant neoplasm of upper-inner quadrant of right female breast,12,12,19,Yes,Yes,Yes
C50212,Malignant neoplasm of upper-inner quadrant of left female breast,12,12,19,Yes,Yes,Yes
C50219,Malignant neoplasm of upper-inner quadrant of unspecified female breast,12,12,19,Yes,Yes,Yes
C50221,Malignant neoplasm of upper-inner quadrant of right male breast,12,12,19,Yes,Yes,Yes
C50222,Malignant neoplasm of upper-inner quadrant of left male breast,12,12,19,Yes,Yes,Yes
C50229,Malignant neoplasm of upper-inner quadrant of unspecified male breast,12,12,19,Yes,Yes,Yes
C50311,Malignant neoplasm of lower-inner quadrant of right female breast,12,12,19,Yes,Yes,Yes
C50312,Malignant neoplasm of lower-inner quadrant of left female breast,12,12,19,Yes,Yes,Yes
C50319,Malignant neoplasm of lower-inner quadrant of unspecified female breast,12,12,19,Yes,Yes,Yes
C50321,Malignant neoplasm of lower-inner quadrant of right male breast,12,12,19,Yes,Yes,Yes
C50322,Malignant neoplasm of lower-inner quadrant of left male breast,12,12,19,Yes,Yes,Yes
C50329,Malignant neoplasm of lower-inner quadrant of unspecified male breast,12,12,19,Yes,Yes,Yes
C50411,Malignant neoplasm of upper-outer quadrant of right female breast,12,12,19,Yes,Yes,Yes
C50412,Malignant neoplasm of upper-outer quadrant of left female breast,12,12,19,Yes,Yes,Yes
C50419,Malignant neoplasm of upper-outer quadrant of unspecified female breast,12,12,19,Yes,Yes,Yes
C50421,Malignant neoplasm of upper-outer quadrant of right male breast,12,12,19,Yes,Yes,Yes
C50422,Malignant neoplasm of upper-outer quadrant of left male breast,12,12,19,Yes,Yes,Yes
C50429,Malignant neoplasm of upper-outer quadrant of unspecified male breast,12,12,19,Yes,Yes,Yes
C50511,Malignant neoplasm of lower-outer quadrant of right female breast,12,12,19,Yes,Yes,Yes
C50512,Malignant neoplasm of lower-outer quadrant of left female breast,12,12,19,Yes,Yes,Yes
C50519,Malignant neoplasm of lower-outer quadrant of unspecified female breast,12,12,19,Yes,Yes,Yes
C50521,Malignant neoplasm of lower-outer quadrant of right male breast,12,12,19,Yes,Yes,Yes
C50522,Malignant neoplasm of lower-outer quadrant of left male breast,12,12,19,Yes,Yes,Yes
C50529,Malignant neoplasm of lower-outer quadrant of unspecified male breast,12,12,19,Yes,Yes,Yes
C50611,Malignant neoplasm of axillary tail of right female breast,12,12,19,Yes,Yes,Yes
C50612,Malignant neoplasm of axillary tail of left female breast,12,12,19,Yes,Yes,Yes
C50619,Malignant neoplasm of axillary tail of unspecified female breast,12,12,19,Yes,Yes,Yes
C50621,Malignant neoplasm of axillary tail of right male breast,12,12,19,Yes,Yes,Yes
C50622,Malignant neoplasm of axillary tail of left male breast,12,12,19,Yes,Yes,Yes
C50629,Malignant neoplasm of axillary tail of unspecified male breast,12,12,19,Yes,Yes,Yes
C50811,Malignant neoplasm of overlapping sites of right female breast,12,12,19,Yes,Yes,Yes
C50812,Malignant neoplasm of overlapping sites of left female breast,12,12,19,Yes,Yes,Yes
C50819,Malignant neoplasm of overlapping sites of unspecified female breast,12,12,19,Yes,Yes,Yes
C50821,Malignant neoplasm of overlapping sites of right male breast,12,12,19,Yes,Yes,Yes
C50822,Malignant neoplasm of overlapping sites of left male breast,12,12,19,Yes,Yes,Yes
C50829,Malignant neoplasm of overlapping sites of unspecified male breast,12,12,19,Yes,Yes,Yes
C50911,Malignant neoplasm of unspecified site of right female breast,12,12,19,Yes,Yes,Yes
C50912,Malignant neoplasm of unspecified site of left female breast,12,12,19,Yes,Yes,Yes
C50919,Malignant neoplasm of unspecified site of unspecified female breast,12,12,19,Yes,Yes,Yes
C50921,Malignant neoplasm of unspecified site of right male breast,12,12,19,Yes,Yes,Yes
C50922,Malignant neoplasm of unspecified site of left male breast,12,12,19,Yes,Yes,Yes
C50929,Malignant neoplasm of unspecified site of unspecified male breast,12,12,19,Yes,Yes,Yes
C510,Malignant neoplasm of labium majus,11,11,,Yes,Yes,No
C511,Malignant neoplasm of labium minus,11,11,,Yes,Yes,No
C512,Malignant neoplasm of clitoris,11,11,,Yes,Yes,No
C518,Malignant neoplasm of overlapping sites of vulva,11,11,,Yes,Yes,No
C519,"Malignant neoplasm of vulva, unspecified",11,11,,Yes,Yes,No
C52,Malignant neoplasm of vagina,11,11,,Yes,Yes,No
C530,Malignant neoplasm of endocervix,11,11,,Yes,Yes,No
C531,Malignant neoplasm of exocervix,11,11,,Yes,Yes,No
C538,Malignant neoplasm of overlapping sites of cervix uteri,11,11,,Yes,Yes,No
C539,"Malignant neoplasm of cervix uteri, unspecified",11,11,,Yes,Yes,No
C540,Malignant neoplasm of isthmus uteri,12,12,,Yes,Yes,No
C541,Malignant neoplasm of endometrium,12,12,,Yes,Yes,No
C542,Malignant neoplasm of myometrium,12,12,,Yes,Yes,No
C543,Malignant neoplasm of fundus uteri,12,12,,Yes,Yes,No
C548,Malignant neoplasm of overlapping sites of corpus uteri,12,12,,Yes,Yes,No
C549,"Malignant neoplasm of corpus uteri, unspecified",12,12,,Yes,Yes,No
C55,"Malignant neoplasm of uterus, part unspecified",12,12,,Yes,Yes,No
C561,Malignant neoplasm of right ovary,10,10,,Yes,Yes,No
C562,Malignant neoplasm of left ovary,10,10,,Yes,Yes,No
C569,Malignant neoplasm of unspecified ovary,10,10,,Yes,Yes,No
C5700,Malignant neoplasm of unspecified fallopian tube,10,10,,Yes,Yes,No
C5701,Malignant neoplasm of right fallopian tube,10,10,,Yes,Yes,No
C5702,Malignant neoplasm of left fallopian tube,10,10,,Yes,Yes,No
C5710,Malignant neoplasm of unspecified broad ligament,10,10,,Yes,Yes,No
C5711,Malignant neoplasm of right broad ligament,10,10,,Yes,Yes,No
C5712,Malignant neoplasm of left broad ligament,10,10,,Yes,Yes,No
C5720,Malignant neoplasm of unspecified round ligament,10,10,,Yes,Yes,No
C5721,Malignant neoplasm of right round ligament,10,10,,Yes,Yes,No
C5722,Malignant neoplasm of left round ligament,10,10,,Yes,Yes,No
C573,Malignant neoplasm of parametrium,10,10,,Yes,Yes,No
C574,"Malignant neoplasm of uterine adnexa, unspecified",10,10,,Yes,Yes,No
C577,Malignant neoplasm of other specified female genital organs,11,11,,Yes,Yes,No
C578,Malignant neoplasm of overlapping sites of female genital organs,11,11,,Yes,Yes,No
C579,"Malignant neoplasm of female genital organ, unspecified",11,11,,Yes,Yes,No
C58,Malignant neoplasm of placenta,10,10,,Yes,Yes,No
C600,Malignant neoplasm of prepuce,12,12,,Yes,Yes,No
C601,Malignant neoplasm of glans penis,12,12,,Yes,Yes,No
C602,Malignant neoplasm of body of penis,12,12,,Yes,Yes,No
C608,Malignant neoplasm of overlapping sites of penis,12,12,,Yes,Yes,No
C609,"Malignant neoplasm of penis, unspecified",12,12,,Yes,Yes,No
C61,Malignant neoplasm of prostate,12,12,,Yes,Yes,No
C6200,Malignant neoplasm of unspecified undescended testis,12,12,,Yes,Yes,No
C6201,Malignant neoplasm of undescended right testis,12,12,,Yes,Yes,No
C6202,Malignant neoplasm of undescended left testis,12,12,,Yes,Yes,No
C6210,Malignant neoplasm of unspecified descended testis,12,12,,Yes,Yes,No
C6211,Malignant neoplasm of descended right testis,12,12,,Yes,Yes,No
C6212,Malignant neoplasm of descended left testis,12,12,,Yes,Yes,No
C6290,"Malignant neoplasm of unspecified testis, unspecified whether descended or undescended",12,12,,Yes,Yes,No
C6291,"Malignant neoplasm of right testis, unspecified whether descended or undescended",12,12,,Yes,Yes,No
C6292,"Malignant neoplasm of left testis, unspecified whether descended or undescended",12,12,,Yes,Yes,No
C6300,Malignant neoplasm of unspecified epididymis,12,12,,Yes,Yes,No
C6301,Malignant neoplasm of right epididymis,12,12,,Yes,Yes,No
C6302,Malignant neoplasm of left epididymis,12,12,,Yes,Yes,No
C6310,Malignant neoplasm of unspecified spermatic cord,12,12,,Yes,Yes,No
C6311,Malignant neoplasm of right spermatic cord,12,12,,Yes,Yes,No
C6312,Malignant neoplasm of left spermatic cord,12,12,,Yes,Yes,No
C632,Malignant neoplasm of scrotum,12,12,,Yes,Yes,No
C637,Malignant neoplasm of other specified male genital organs,12,12,,Yes,Yes,No
C638,Malignant neoplasm of overlapping sites of male genital organs,12,12,,Yes,Yes,No
C639,"Malignant neoplasm of male genital organ, unspecified",12,12,,Yes,Yes,No
C641,"Malignant neoplasm of right kidney, except renal pelvis",11,11,18,Yes,Yes,Yes
C642,"Malignant neoplasm of left kidney, except renal pelvis",11,11,18,Yes,Yes,Yes
C649,"Malignant neoplasm of unspecified kidney, except renal pelvis",11,11,18,Yes,Yes,Yes
C651,Malignant neoplasm of right renal pelvis,11,11,18,Yes,Yes,Yes
C652,Malignant neoplasm of left renal pelvis,11,11,18,Yes,Yes,Yes
C659,Malignant neoplasm of unspecified renal pelvis,11,11,18,Yes,Yes,Yes
C661,Malignant neoplasm of right ureter,11,11,,Yes,Yes,No
C662,Malignant neoplasm of left ureter,11,11,,Yes,Yes,No
C669,Malignant neoplasm of unspecified ureter,11,11,,Yes,Yes,No
C670,Malignant neoplasm of trigone of bladder,11,11,,Yes,Yes,No
C671,Malignant neoplasm of dome of bladder,11,11,,Yes,Yes,No
C672,Malignant neoplasm of lateral wall of bladder,11,11,,Yes,Yes,No
C673,Malignant neoplasm of anterior wall of bladder,11,11,,Yes,Yes,No
C674,Malignant neoplasm of posterior wall of bladder,11,11,,Yes,Yes,No
C675,Malignant neoplasm of bladder neck,11,11,,Yes,Yes,No
C676,Malignant neoplasm of ureteric orifice,11,11,,Yes,Yes,No
C677,Malignant neoplasm of urachus,11,11,,Yes,Yes,No
C678,Malignant neoplasm of overlapping sites of bladder,11,11,,Yes,Yes,No
C679,"Malignant neoplasm of bladder, unspecified",11,11,,Yes,Yes,No
C680,Malignant neoplasm of urethra,11,11,,Yes,Yes,No
C681,Malignant neoplasm of paraurethral glands,11,11,,Yes,Yes,No
C688,Malignant neoplasm of overlapping sites of urinary organs,11,11,,Yes,Yes,No
C689,"Malignant neoplasm of urinary organ, unspecified",11,11,,Yes,Yes,No
C6900,Malignant neoplasm of unspecified conjunctiva,12,12,,Yes,Yes,No
C6901,Malignant neoplasm of right conjunctiva,12,12,,Yes,Yes,No
C6902,Malignant neoplasm of left conjunctiva,12,12,,Yes,Yes,No
C6910,Malignant neoplasm of unspecified cornea,12,12,,Yes,Yes,No
C6911,Malignant neoplasm of right cornea,12,12,,Yes,Yes,No
C6912,Malignant neoplasm of left cornea,12,12,,Yes,Yes,No
C6920,Malignant neoplasm of unspecified retina,12,12,,Yes,Yes,No
C6921,Malignant neoplasm of right retina,12,12,,Yes,Yes,No
C6922,Malignant neoplasm of left retina,12,12,,Yes,Yes,No
C6930,Malignant neoplasm of unspecified choroid,12,12,,Yes,Yes,No
C6931,Malignant neoplasm of right choroid,12,12,,Yes,Yes,No
C6932,Malignant neoplasm of left choroid,12,12,,Yes,Yes,No
C6940,Malignant neoplasm of unspecified ciliary body,12,12,,Yes,Yes,No
C6941,Malignant neoplasm of right ciliary body,12,12,,Yes,Yes,No
C6942,Malignant neoplasm of left ciliary body,12,12,,Yes,Yes,No
C6950,Malignant neoplasm of unspecified lacrimal gland and duct,12,12,,Yes,Yes,No
C6951,Malignant neoplasm of right lacrimal gland and duct,12,12,,Yes,Yes,No
C6952,Malignant neoplasm of left lacrimal gland and duct,12,12,,Yes,Yes,No
C6960,Malignant neoplasm of unspecified orbit,12,12,,Yes,Yes,No
C6961,Malignant neoplasm of right orbit,12,12,,Yes,Yes,No
C6962,Malignant neoplasm of left orbit,12,12,,Yes,Yes,No
C6980,Malignant neoplasm of overlapping sites of unspecified eye and adnexa,12,12,,Yes,Yes,No
C6981,Malignant neoplasm of overlapping sites of right eye and adnexa,12,12,,Yes,Yes,No
C6982,Malignant neoplasm of overlapping sites of left eye and adnexa,12,12,,Yes,Yes,No
C6990,Malignant neoplasm of unspecified site of unspecified eye,12,12,,Yes,Yes,No
C6991,Malignant neoplasm of unspecified site of right eye,12,12,,Yes,Yes,No
C6992,Malignant neoplasm of unspecified site of left eye,12,12,,Yes,Yes,No
C700,Malignant neoplasm of cerebral meninges,10,10,,Yes,Yes,No
C701,Malignant neoplasm of spinal meninges,10,10,,Yes,Yes,No
C709,"Malignant neoplasm of meninges, unspecified",10,10,,Yes,Yes,No
C710,"Malignant neoplasm of cerebrum, except lobes and ventricles",10,10,,Yes,Yes,No
C711,Malignant neoplasm of frontal lobe,10,10,,Yes,Yes,No
C712,Malignant neoplasm of temporal lobe,10,10,,Yes,Yes,No
C713,Malignant neoplasm of parietal lobe,10,10,,Yes,Yes,No
C714,Malignant neoplasm of occipital lobe,10,10,,Yes,Yes,No
C715,Malignant neoplasm of cerebral ventricle,10,10,,Yes,Yes,No
C716,Malignant neoplasm of cerebellum,10,10,,Yes,Yes,No
C717,Malignant neoplasm of brain stem,10,10,,Yes,Yes,No
C718,Malignant neoplasm of overlapping sites of brain,10,10,,Yes,Yes,No
C719,"Malignant neoplasm of brain, unspecified",10,10,,Yes,Yes,No
C720,Malignant neoplasm of spinal cord,10,10,,Yes,Yes,No
C721,Malignant neoplasm of cauda equina,10,10,,Yes,Yes,No
C7220,Malignant neoplasm of unspecified olfactory nerve,10,10,,Yes,Yes,No
C7221,Malignant neoplasm of right olfactory nerve,10,10,,Yes,Yes,No
C7222,Malignant neoplasm of left olfactory nerve,10,10,,Yes,Yes,No
C7230,Malignant neoplasm of unspecified optic nerve,10,10,,Yes,Yes,No
C7231,Malignant neoplasm of right optic nerve,10,10,,Yes,Yes,No
C7232,Malignant neoplasm of left optic nerve,10,10,,Yes,Yes,No
C7240,Malignant neoplasm of unspecified acoustic nerve,10,10,,Yes,Yes,No
C7241,Malignant neoplasm of right acoustic nerve,10,10,,Yes,Yes,No
C7242,Malignant neoplasm of left acoustic nerve,10,10,,Yes,Yes,No
C7250,Malignant neoplasm of unspecified cranial nerve,10,10,,Yes,Yes,No
C7259,Malignant neoplasm of other cranial nerves,10,10,,Yes,Yes,No
C729,"Malignant neoplasm of central nervous system, unspecified",10,10,,Yes,Yes,No
C73,Malignant neoplasm of thyroid gland,12,12,19,Yes,Yes,Yes
C7400,Malignant neoplasm of cortex of unspecified adrenal gland,10,10,19,Yes,Yes,Yes
C7401,Malignant neoplasm of cortex of right adrenal gland,10,10,19,Yes,Yes,Yes
C7402,Malignant neoplasm of cortex of left adrenal gland,10,10,19,Yes,Yes,Yes
C7410,Malignant neoplasm of medulla of unspecified adrenal gland,10,10,19,Yes,Yes,Yes
C7411,Malignant neoplasm of medulla of right adrenal gland,10,10,19,Yes,Yes,Yes
C7412,Malignant neoplasm of medulla of left adrenal gland,10,10,19,Yes,Yes,Yes
C7490,Malignant neoplasm of unspecified part of unspecified adrenal gland,10,10,19,Yes,Yes,Yes
C7491,Malignant neoplasm of unspecified part of right adrenal gland,10,10,19,Yes,Yes,Yes
C7492,Malignant neoplasm of unspecified part of left adrenal gland,10,10,19,Yes,Yes,Yes
C750,Malignant neoplasm of parathyroid gland,12,12,19,Yes,Yes,Yes
C751,Malignant neoplasm of pituitary gland,10,10,,Yes,Yes,No
C752,Malignant neoplasm of craniopharyngeal duct,10,10,,Yes,Yes,No
C753,Malignant neoplasm of pineal gland,10,10,,Yes,Yes,No
C754,Malignant neoplasm of carotid body,12,12,19,Yes,Yes,Yes
C755,Malignant neoplasm of aortic body and other paraganglia,12,12,19,Yes,Yes,Yes
C758,"Malignant neoplasm with pluriglandular involvement, unspecified",12,12,19,Yes,Yes,Yes
C759,"Malignant neoplasm of endocrine gland, unspecified",12,12,19,Yes,Yes,Yes
C760,"Malignant neoplasm of head, face and neck",12,12,,Yes,Yes,No
C761,Malignant neoplasm of thorax,12,12,,Yes,Yes,No
C762,Malignant neoplasm of abdomen,12,12,,Yes,Yes,No
C763,Malignant neoplasm of pelvis,12,12,,Yes,Yes,No
C7640,Malignant neoplasm of unspecified upper limb,12,12,,Yes,Yes,No
